task_id,asset_id,asset_type,corridor_id,location_km,equipment_type,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,power_isolation_required,possession_required,status
TDMS002447,AST010756,Pantograph Interaction Zone,C00041,20.2,Pantograph Interaction Zone,OHE wear,Critical,3,5,4,2025-05-27,2025-05-30,0,125,5,Corrective,No,Yes,Completed
TDMS002448,AST009153,Section Insulator,C00026,13.7,Section Insulator,Section insulator wear,Medium,3,3,2,2025-06-28,2025-07-12,0,150,3,Preventive,Yes,Yes,Scheduled
TDMS002449,AST009616,Catenary,C00037,19.1,Catenary Wire,Catenary sag,Low,3,2,2,2025-06-16,2025-07-31,0,174,2,Preventive,Yes,Yes,Completed
TDMS002450,AST011610,Jumper,C00001,275.9,Jumper Wire,Loose jumper,Medium,1,3,1,2025-06-08,2025-06-30,1,53,3,Preventive,Yes,Yes,Open
TDMS002451,AST010025,OHE,C00087,105.4,Overhead Equipment,OHE wear,Medium,4,2,1,2025-06-27,2025-07-16,0,146,3,Preventive,Yes,Yes,Open
TDMS002452,AST011163,Transformer,C00047,24.1,Traction Transformer,Transformer inspection,Medium,1,3,2,2025-04-12,2025-05-08,54,195,3,Inspection,Yes,Yes,Scheduled
TDMS002453,AST011175,Pantograph Interaction Zone,C00075,35.6,Pantograph Interaction Zone,OHE wear,Critical,3,4,4,2025-06-02,2025-06-06,25,215,5,Corrective,Yes,No,Open
TDMS002454,AST011247,Mast,C00023,38.6,OHE Mast,Mast defect,Low,2,2,1,2025-04-18,2025-05-28,34,139,3,Preventive,No,Yes,In Progress
TDMS002455,AST011425,Jumper,C00085,170.8,Jumper Wire,Loose jumper,Medium,2,3,2,2025-03-24,2025-04-07,85,75,2,Preventive,Yes,Yes,Deferred
TDMS002456,AST011418,OHE,C00041,4.4,Overhead Equipment,OHE wear,Medium,3,3,4,2025-05-20,2025-06-05,0,117,5,Preventive,Yes,Yes,Completed
TDMS002457,AST008647,Catenary,C00050,23.8,Catenary Wire,Catenary sag,Low,3,1,1,2025-06-01,2025-07-17,0,193,5,Preventive,Yes,Yes,Completed
TDMS002458,AST010392,Transformer,C00055,62.7,Traction Transformer,Transformer inspection,Low,4,2,2,2025-06-18,2025-07-23,0,252,2,Inspection,Yes,Yes,Open
TDMS002459,AST009232,Catenary,C00035,44.3,Catenary Wire,Catenary sag,High,4,4,3,2025-05-25,2025-06-03,28,228,3,Corrective,Yes,Yes,Scheduled
TDMS002460,AST009858,Catenary,C00093,79.1,Catenary Wire,Catenary sag,Low,3,3,1,2025-06-22,2025-07-24,0,220,3,Preventive,No,No,Deferred
TDMS002461,AST009721,Catenary,C00039,25.9,Catenary Wire,Catenary sag,Medium,3,1,2,2025-06-14,2025-07-06,0,119,3,Preventive,Yes,Yes,Scheduled
TDMS002462,AST010619,Pantograph Interaction Zone,C00076,70.8,Pantograph Interaction Zone,OHE wear,Medium,3,3,4,2025-05-23,2025-06-14,17,182,3,Preventive,Yes,Yes,Open
TDMS002463,AST011440,Section Insulator,C00081,55.2,Section Insulator,Section insulator wear,Medium,2,4,2,2025-05-27,2025-06-11,20,43,4,Preventive,Yes,Yes,In Progress
TDMS002464,AST010429,Section Insulator,C00092,29.4,Section Insulator,Section insulator wear,Low,3,1,1,2025-05-07,2025-06-08,23,32,2,Preventive,Yes,Yes,Open
TDMS002465,AST011774,Feeder,C00095,2.5,Feeder Line,Feeder fault,Medium,3,2,1,2025-06-25,2025-07-22,0,190,4,Preventive,Yes,Yes,Scheduled
TDMS002466,AST009562,Catenary,C00016,6.1,Catenary Wire,Catenary sag,Medium,4,3,2,2025-05-17,2025-06-06,25,181,3,Preventive,Yes,Yes,Open
TDMS002467,AST009684,Mast,C00035,27.1,OHE Mast,Mast defect,High,4,4,2,2025-06-03,2025-06-12,19,164,2,Corrective,Yes,Yes,Open
TDMS002468,AST009425,Transformer,C00041,32.5,Traction Transformer,Transformer inspection,Medium,3,3,2,2025-04-22,2025-05-11,51,219,4,Inspection,Yes,Yes,In Progress
TDMS002469,AST010192,Transformer,C00005,71.2,Traction Transformer,Transformer inspection,Medium,3,3,2,2025-06-19,2025-07-08,0,229,5,Inspection,Yes,Yes,Scheduled
TDMS002470,AST009505,Insulator,C00095,77.9,Insulator,Insulator defect,Critical,3,4,5,2025-06-28,2025-06-29,0,100,3,Corrective,Yes,Yes,Completed
TDMS002471,AST009975,Mast,C00012,119.3,OHE Mast,Mast defect,Critical,2,4,4,2025-06-17,2025-06-19,0,215,4,Corrective,No,Yes,Completed
TDMS002472,AST010651,Feeder,C00016,57.9,Feeder Line,Feeder fault,Medium,3,2,3,2025-06-19,2025-07-12,0,117,4,Preventive,Yes,Yes,Open
TDMS002473,AST011124,Jumper,C00080,49.5,Jumper Wire,Loose jumper,Low,1,2,2,2025-04-03,2025-05-17,45,59,3,Preventive,Yes,Yes,Open
TDMS002474,AST009431,Section Insulator,C00082,102.4,Section Insulator,Section insulator wear,Critical,3,4,2,2025-06-28,2025-06-30,1,168,3,Corrective,Yes,No,Open
TDMS002475,AST010107,Transformer,C00014,98.1,Traction Transformer,Transformer inspection,Critical,3,4,4,2025-06-02,2025-06-06,25,256,4,Inspection,Yes,No,Open
TDMS002476,AST011556,Mast,C00011,115.3,OHE Mast,Mast defect,Medium,3,2,2,2025-06-03,2025-06-24,0,201,2,Preventive,No,No,Completed
TDMS002477,AST009513,Jumper,C00075,20.5,Jumper Wire,Loose jumper,High,2,4,1,2025-03-27,2025-04-06,0,111,4,Corrective,Yes,Yes,Completed
TDMS002478,AST010776,Section Insulator,C00095,30.6,Section Insulator,Section insulator wear,Medium,3,1,1,2025-05-23,2025-06-14,17,44,2,Preventive,Yes,Yes,Open
TDMS002479,AST009401,Mast,C00011,137.0,OHE Mast,Mast defect,Low,4,1,2,2025-04-03,2025-05-07,55,179,3,Preventive,No,No,Open
TDMS002480,AST009616,Catenary,C00037,19.1,Catenary Wire,Catenary sag,Low,2,1,2,2025-06-27,2025-07-25,0,170,4,Preventive,Yes,No,Open
TDMS002481,AST009934,Feeder,C00055,14.2,Feeder Line,Feeder fault,Medium,1,3,2,2025-06-22,2025-07-19,0,141,4,Preventive,Yes,Yes,Open
TDMS002482,AST011557,Insulator,C00050,59.9,Insulator,Insulator defect,Medium,3,3,2,2025-05-31,2025-06-18,13,43,3,Preventive,No,Yes,Open
TDMS002483,AST009222,Jumper,C00010,17.7,Jumper Wire,Loose jumper,Critical,2,4,3,2025-06-06,2025-06-11,20,73,2,Corrective,Yes,Yes,Open
TDMS002484,AST009134,Feeder,C00041,26.6,Feeder Line,Feeder fault,Medium,4,3,3,2025-06-16,2025-07-07,0,136,3,Preventive,Yes,Yes,Open
TDMS002485,AST011383,Catenary,C00098,3.9,Catenary Wire,Catenary sag,Low,2,2,2,2025-06-01,2025-07-17,0,236,2,Preventive,Yes,No,Scheduled
TDMS002486,AST009011,Mast,C00034,16.2,OHE Mast,Mast defect,Critical,4,5,4,2025-06-11,2025-06-14,17,177,2,Corrective,No,No,Open
TDMS002487,AST009206,Feeder,C00015,161.7,Feeder Line,Feeder fault,Low,4,1,1,2025-06-28,2025-07-29,0,124,3,Preventive,Yes,Yes,Open
TDMS002488,AST010503,Jumper,C00046,25.6,Jumper Wire,Loose jumper,Critical,5,4,3,2025-06-04,2025-06-08,23,89,3,Corrective,Yes,Yes,Open
TDMS002489,AST011452,Pantograph Interaction Zone,C00013,77.9,Pantograph Interaction Zone,OHE wear,Medium,2,3,2,2025-06-27,2025-07-15,0,214,5,Preventive,Yes,No,Open
TDMS002490,AST011700,Insulator,C00082,21.3,Insulator,Insulator defect,Low,3,2,1,2025-06-19,2025-07-21,0,100,2,Preventive,Yes,Yes,In Progress
TDMS002491,AST008773,Section Insulator,C00072,68.4,Section Insulator,Section insulator wear,Low,2,2,2,2025-05-25,2025-06-29,2,75,2,Preventive,No,Yes,Open
TDMS002492,AST010419,OHE,C00015,162.3,Overhead Equipment,Preventive OHE maintenance,Low,4,2,2,2025-04-26,2025-05-28,34,89,3,Preventive,Yes,Yes,Open
TDMS002493,AST010382,Transformer,C00100,8.7,Traction Transformer,Transformer inspection,Low,3,2,1,2025-06-29,2025-08-08,0,154,4,Inspection,Yes,Yes,Completed
TDMS002494,AST008984,Feeder,C00028,120.3,Feeder Line,Feeder fault,High,3,4,3,2025-06-06,2025-06-17,14,178,4,Corrective,Yes,Yes,In Progress
TDMS002495,AST010680,Feeder,C00025,283.5,Feeder Line,Feeder fault,High,3,4,2,2025-05-29,2025-06-08,23,183,3,Corrective,Yes,Yes,Open
TDMS002496,AST009313,OHE,C00050,44.1,Overhead Equipment,Preventive OHE maintenance,Medium,5,1,1,2025-06-27,2025-07-23,0,114,3,Preventive,Yes,No,Open
TDMS002497,AST010060,Feeder,C00079,17.6,Feeder Line,Feeder fault,Medium,2,4,1,2025-03-10,2025-03-28,95,157,4,Preventive,Yes,No,Open
TDMS002498,AST010707,Catenary,C00031,42.6,Catenary Wire,Catenary sag,Critical,4,5,5,2025-06-29,2025-07-03,0,260,5,Corrective,No,Yes,In Progress
TDMS002499,AST009604,Mast,C00098,0.3,OHE Mast,Mast defect,Medium,2,3,3,2025-05-17,2025-06-09,22,162,4,Preventive,No,Yes,Open
TDMS002500,AST011684,Mast,C00019,148.8,OHE Mast,Mast defect,Medium,3,2,2,2025-04-19,2025-05-10,0,143,2,Preventive,No,Yes,Completed
TDMS002501,AST011011,Catenary,C00045,75.9,Catenary Wire,Catenary sag,Medium,4,2,2,2025-06-01,2025-06-23,0,229,4,Preventive,Yes,Yes,Completed
TDMS002502,AST010504,Mast,C00014,16.7,OHE Mast,Mast defect,Critical,4,4,1,2025-06-30,2025-07-02,0,230,4,Corrective,No,Yes,Open
TDMS002503,AST010584,Section Insulator,C00064,75.3,Section Insulator,Section insulator wear,Critical,4,4,5,2025-06-26,2025-06-29,2,125,3,Corrective,Yes,Yes,Open
TDMS002504,AST010512,OHE,C00004,84.2,Overhead Equipment,Preventive OHE maintenance,High,5,4,2,2025-06-28,2025-07-05,0,72,4,Preventive,Yes,Yes,Scheduled
TDMS002505,AST010296,Pantograph Interaction Zone,C00038,153.3,Pantograph Interaction Zone,OHE wear,Medium,3,3,2,2025-05-15,2025-06-01,30,169,6,Preventive,Yes,Yes,Open
TDMS002506,AST011996,Feeder,C00024,44.4,Feeder Line,Feeder fault,Medium,3,2,2,2025-06-27,2025-07-21,0,93,2,Preventive,No,Yes,Open
TDMS002507,AST009772,Feeder,C00021,109.7,Feeder Line,Feeder fault,Low,1,2,2,2025-06-23,2025-07-24,0,135,3,Preventive,Yes,Yes,Open
TDMS002508,AST009022,Pantograph Interaction Zone,C00067,46.4,Pantograph Interaction Zone,OHE wear,Medium,2,3,1,2025-05-23,2025-06-15,16,256,6,Preventive,Yes,Yes,Open
TDMS002509,AST010592,Insulator,C00021,52.1,Insulator,Insulator defect,High,3,3,3,2025-06-25,2025-07-05,0,77,2,Corrective,Yes,Yes,Scheduled
TDMS002510,AST010929,Mast,C00033,86.5,OHE Mast,Mast defect,Critical,5,5,4,2025-06-26,2025-07-01,0,79,3,Corrective,Yes,Yes,Scheduled
TDMS002511,AST009832,Jumper,C00020,1.4,Jumper Wire,Loose jumper,Medium,2,3,1,2025-06-13,2025-06-29,2,109,4,Preventive,Yes,Yes,In Progress
TDMS002512,AST008873,Pantograph Interaction Zone,C00065,33.5,Pantograph Interaction Zone,OHE wear,Medium,5,1,3,2025-04-28,2025-05-21,41,166,4,Preventive,No,No,Open
TDMS002513,AST011451,Mast,C00004,29.9,OHE Mast,Mast defect,High,3,4,1,2025-03-16,2025-03-29,94,137,2,Corrective,No,Yes,In Progress
TDMS002514,AST011731,Catenary,C00069,86.0,Catenary Wire,Catenary sag,High,4,5,3,2025-06-29,2025-07-12,0,176,5,Corrective,Yes,Yes,Deferred
TDMS002515,AST010894,Insulator,C00098,0.1,Insulator,Insulator defect,Medium,2,2,3,2025-04-25,2025-05-20,42,121,3,Preventive,Yes,Yes,Open
TDMS002516,AST010510,Transformer,C00016,16.5,Traction Transformer,Transformer inspection,Low,3,2,2,2025-06-01,2025-07-13,0,202,3,Inspection,Yes,Yes,Open
TDMS002517,AST009404,Mast,C00069,216.2,OHE Mast,Mast defect,Low,2,2,2,2025-06-22,2025-08-04,0,164,3,Preventive,No,No,Open
TDMS002518,AST011876,Feeder,C00020,68.7,Feeder Line,Feeder fault,Medium,1,1,2,2025-06-09,2025-06-30,1,160,2,Preventive,Yes,Yes,Scheduled
TDMS002519,AST011099,Pantograph Interaction Zone,C00086,135.8,Pantograph Interaction Zone,OHE wear,Low,2,2,2,2025-04-30,2025-06-06,0,152,4,Preventive,Yes,Yes,Completed
TDMS002520,AST011538,Feeder,C00012,52.3,Feeder Line,Feeder fault,Critical,4,5,4,2025-03-26,2025-03-31,92,156,2,Corrective,Yes,Yes,Open
TDMS002521,AST009310,Catenary,C00038,159.3,Catenary Wire,Catenary sag,Low,1,3,2,2025-06-16,2025-07-28,0,242,6,Preventive,No,No,Completed
TDMS002522,AST009525,Section Insulator,C00037,35.4,Section Insulator,Section insulator wear,Low,3,1,3,2025-05-29,2025-07-13,0,178,3,Preventive,Yes,Yes,Open
TDMS002523,AST010635,Section Insulator,C00022,176.4,Section Insulator,Section insulator wear,High,4,3,2,2025-05-12,2025-05-22,40,91,2,Corrective,Yes,Yes,Scheduled
TDMS002524,AST009495,Jumper,C00047,14.1,Jumper Wire,Loose jumper,Low,2,2,1,2025-06-22,2025-08-06,0,53,3,Preventive,No,No,Open
TDMS002525,AST011340,Transformer,C00025,141.8,Traction Transformer,Transformer inspection,High,4,3,2,2025-06-17,2025-06-29,2,204,5,Inspection,Yes,Yes,In Progress
TDMS002526,AST010480,Insulator,C00099,12.8,Insulator,Insulator defect,Low,4,2,2,2025-06-13,2025-07-28,0,137,4,Preventive,Yes,Yes,In Progress
TDMS002527,AST008673,Section Insulator,C00027,113.7,Section Insulator,Section insulator wear,Medium,4,3,2,2025-05-30,2025-06-18,13,112,3,Preventive,Yes,Yes,In Progress
TDMS002528,AST010996,Pantograph Interaction Zone,C00088,68.7,Pantograph Interaction Zone,OHE wear,Medium,2,2,3,2025-05-30,2025-06-14,17,149,4,Preventive,Yes,Yes,Scheduled
TDMS002529,AST009034,Mast,C00066,40.5,OHE Mast,Mast defect,Medium,2,2,2,2025-06-12,2025-07-08,0,125,3,Preventive,No,Yes,Open
TDMS002530,AST009377,Pantograph Interaction Zone,C00072,53.4,Pantograph Interaction Zone,OHE wear,High,3,5,3,2025-06-17,2025-06-28,3,159,4,Corrective,Yes,Yes,Open
TDMS002531,AST009562,Catenary,C00016,6.1,Catenary Wire,Catenary sag,Low,2,2,1,2025-06-27,2025-08-05,0,170,4,Preventive,Yes,No,Open
TDMS002532,AST009402,Section Insulator,C00042,62.4,Section Insulator,Section insulator wear,High,1,4,2,2025-04-16,2025-04-23,69,130,1,Corrective,Yes,Yes,Scheduled
TDMS002533,AST009170,Section Insulator,C00060,37.2,Section Insulator,Section insulator wear,Low,2,1,2,2025-05-30,2025-07-09,0,88,3,Preventive,No,Yes,Scheduled
TDMS002534,AST010023,Transformer,C00077,30.3,Traction Transformer,Transformer inspection,Medium,2,2,3,2025-06-12,2025-07-03,0,205,4,Inspection,Yes,No,Open
TDMS002535,AST010361,Transformer,C00039,21.3,Traction Transformer,Transformer inspection,Low,3,1,3,2025-06-18,2025-08-12,0,169,3,Inspection,Yes,Yes,In Progress
TDMS002536,AST010188,Mast,C00070,2.8,OHE Mast,Mast defect,Critical,3,5,3,2025-06-17,2025-06-21,10,219,6,Corrective,No,Yes,Scheduled
TDMS002537,AST011297,Jumper,C00033,61.2,Jumper Wire,Loose jumper,Low,4,2,2,2025-06-19,2025-08-08,0,39,2,Preventive,No,Yes,Completed
TDMS002538,AST011667,Pantograph Interaction Zone,C00045,141.6,Pantograph Interaction Zone,OHE wear,Medium,2,2,2,2025-06-23,2025-07-12,0,137,4,Preventive,Yes,Yes,Completed
TDMS002539,AST011561,OHE,C00042,9.3,Overhead Equipment,OHE wear,High,3,4,2,2025-05-27,2025-06-07,24,183,3,Corrective,Yes,Yes,Scheduled
TDMS002540,AST011301,Jumper,C00024,93.8,Jumper Wire,Loose jumper,Critical,4,4,4,2025-06-25,2025-06-27,0,44,4,Corrective,Yes,Yes,Completed
TDMS002541,AST011886,Pantograph Interaction Zone,C00021,0.9,Pantograph Interaction Zone,OHE wear,Low,4,2,2,2025-04-25,2025-05-27,35,158,3,Preventive,Yes,Yes,In Progress
TDMS002542,AST010148,Insulator,C00048,32.6,Insulator,Insulator defect,Low,2,1,1,2025-06-23,2025-07-21,0,160,3,Preventive,Yes,Yes,In Progress
TDMS002543,AST009926,Section Insulator,C00030,115.5,Section Insulator,Section insulator wear,Low,2,2,1,2025-04-16,2025-05-16,46,127,4,Preventive,Yes,Yes,In Progress
TDMS002544,AST011751,Feeder,C00082,71.6,Feeder Line,Feeder fault,High,3,4,4,2025-05-25,2025-06-04,0,202,5,Corrective,Yes,No,Completed
TDMS002545,AST011800,Transformer,C00043,4.6,Traction Transformer,Transformer inspection,Medium,2,2,2,2025-06-28,2025-07-12,0,219,4,Inspection,Yes,Yes,Open
TDMS002546,AST009157,Pantograph Interaction Zone,C00016,19.2,Pantograph Interaction Zone,OHE wear,Low,2,2,1,2025-06-20,2025-07-31,0,232,5,Preventive,Yes,Yes,Scheduled
TDMS002547,AST011569,Insulator,C00067,121.8,Insulator,Insulator defect,Medium,3,3,3,2025-06-03,2025-06-26,0,77,2,Preventive,Yes,Yes,Completed
TDMS002548,AST011879,Catenary,C00016,39.8,Catenary Wire,Catenary sag,Low,3,3,2,2025-03-28,2025-05-13,49,171,2,Preventive,Yes,Yes,Open
TDMS002549,AST010117,Catenary,C00010,47.0,Catenary Wire,Catenary sag,High,4,3,3,2025-04-03,2025-04-15,0,212,3,Corrective,Yes,Yes,Completed
TDMS002550,AST008662,Jumper,C00042,77.1,Jumper Wire,Loose jumper,Low,2,2,1,2025-06-19,2025-07-21,0,79,2,Preventive,Yes,Yes,Open
TDMS002551,AST011171,Insulator,C00058,48.3,Insulator,Insulator defect,Low,1,1,1,2025-06-30,2025-08-12,0,89,4,Preventive,Yes,No,Completed
TDMS002552,AST009006,OHE,C00079,25.2,Overhead Equipment,OHE wear,Critical,4,4,3,2025-06-10,2025-06-12,19,225,5,Corrective,Yes,Yes,Scheduled
TDMS002553,AST011898,Jumper,C00071,16.2,Jumper Wire,Loose jumper,Low,4,2,1,2025-06-17,2025-08-07,0,184,2,Preventive,Yes,Yes,Open
TDMS002554,AST011083,Jumper,C00082,30.4,Jumper Wire,Loose jumper,Critical,3,5,4,2025-04-10,2025-04-14,0,110,4,Corrective,Yes,Yes,Completed
TDMS002555,AST010055,Catenary,C00007,27.1,Catenary Wire,Catenary sag,Low,2,1,1,2025-06-18,2025-08-06,0,223,3,Preventive,Yes,Yes,Open
TDMS002556,AST009118,Transformer,C00093,7.9,Traction Transformer,Transformer inspection,Medium,2,2,1,2025-06-08,2025-06-26,0,206,3,Inspection,Yes,No,Completed
TDMS002557,AST009065,OHE,C00043,6.7,Overhead Equipment,Preventive OHE maintenance,Low,2,1,2,2025-06-24,2025-08-06,0,132,1,Preventive,Yes,Yes,In Progress
TDMS002558,AST011909,Jumper,C00065,62.8,Jumper Wire,Loose jumper,High,5,3,3,2025-06-26,2025-07-10,0,79,1,Corrective,Yes,Yes,Completed
TDMS002559,AST011872,Section Insulator,C00085,231.9,Section Insulator,Section insulator wear,Medium,2,2,2,2025-06-16,2025-07-09,0,122,2,Preventive,Yes,Yes,Open
TDMS002560,AST008704,Insulator,C00042,5.0,Insulator,Insulator defect,Low,3,2,2,2025-04-30,2025-06-14,17,51,2,Preventive,Yes,Yes,In Progress
TDMS002561,AST010864,Insulator,C00006,15.8,Insulator,Insulator defect,Low,4,1,2,2025-06-29,2025-08-08,0,145,4,Preventive,Yes,No,Completed
TDMS002562,AST010216,Pantograph Interaction Zone,C00025,306.0,Pantograph Interaction Zone,OHE wear,Low,1,1,2,2025-05-17,2025-06-25,6,150,2,Preventive,Yes,Yes,Open
TDMS002563,AST008778,Transformer,C00048,75.0,Traction Transformer,Transformer inspection,Low,3,2,1,2025-06-24,2025-08-09,0,237,3,Inspection,Yes,Yes,Open
TDMS002564,AST008804,Mast,C00067,98.7,OHE Mast,Mast defect,High,4,3,1,2025-06-26,2025-07-04,0,141,3,Corrective,No,No,In Progress
TDMS002565,AST011655,Mast,C00005,101.7,OHE Mast,Mast defect,Critical,3,3,5,2025-05-11,2025-05-14,48,205,4,Corrective,No,Yes,Open
TDMS002566,AST010253,Mast,C00083,24.3,OHE Mast,Mast defect,High,2,4,2,2025-06-28,2025-07-06,0,147,3,Corrective,No,Yes,In Progress
TDMS002567,AST011645,Insulator,C00072,65.2,Insulator,Insulator defect,Critical,4,5,4,2025-04-25,2025-04-29,63,141,4,Corrective,Yes,Yes,In Progress
TDMS002568,AST009409,Mast,C00074,15.1,OHE Mast,Mast defect,High,2,2,3,2025-05-15,2025-05-26,0,195,4,Corrective,No,Yes,Completed
TDMS002569,AST009050,Feeder,C00054,20.6,Feeder Line,Feeder fault,Low,2,1,2,2025-05-31,2025-07-15,0,80,3,Preventive,Yes,Yes,Open
TDMS002570,AST008839,Feeder,C00086,144.2,Feeder Line,Feeder fault,Low,2,2,2,2025-06-07,2025-07-10,0,157,3,Preventive,Yes,Yes,Completed
TDMS002571,AST009741,Jumper,C00013,105.9,Jumper Wire,Loose jumper,High,3,4,2,2025-06-02,2025-06-11,20,50,2,Corrective,Yes,Yes,In Progress
TDMS002572,AST009875,Mast,C00023,5.5,OHE Mast,Mast defect,Medium,3,3,1,2025-05-25,2025-06-15,16,145,3,Preventive,Yes,Yes,Open
TDMS002573,AST010081,Mast,C00098,2.8,OHE Mast,Mast defect,Critical,4,4,3,2025-06-21,2025-06-25,6,166,3,Corrective,No,Yes,Open
TDMS002574,AST009712,Insulator,C00057,33.0,Insulator,Insulator defect,High,3,4,3,2025-05-26,2025-06-03,28,109,3,Corrective,Yes,Yes,Open
TDMS002575,AST011407,Section Insulator,C00033,79.9,Section Insulator,Section insulator wear,Medium,2,2,2,2025-06-24,2025-07-06,0,46,2,Preventive,No,Yes,Completed
TDMS002576,AST009979,Pantograph Interaction Zone,C00008,65.2,Pantograph Interaction Zone,OHE wear,Low,3,1,2,2025-06-28,2025-08-09,0,109,3,Preventive,Yes,Yes,Open
TDMS002577,AST008734,Mast,C00002,55.1,OHE Mast,Mast defect,High,4,4,2,2025-06-21,2025-07-01,0,49,2,Corrective,No,Yes,Open
TDMS002578,AST009460,Catenary,C00063,135.2,Catenary Wire,Catenary sag,Critical,4,5,3,2025-05-30,2025-06-02,29,261,5,Corrective,Yes,Yes,Open
TDMS002579,AST010129,OHE,C00076,18.0,Overhead Equipment,Preventive OHE maintenance,Low,2,2,2,2025-05-13,2025-06-14,0,179,4,Preventive,Yes,No,Completed
TDMS002580,AST011872,Section Insulator,C00085,231.9,Section Insulator,Section insulator wear,Low,3,1,1,2025-06-30,2025-08-08,0,159,4,Preventive,Yes,Yes,Open
TDMS002581,AST009581,Jumper,C00095,77.8,Jumper Wire,Loose jumper,Medium,3,2,2,2025-06-24,2025-07-11,0,118,3,Preventive,Yes,Yes,Open
TDMS002582,AST010150,Insulator,C00037,58.0,Insulator,Insulator defect,Medium,2,2,2,2025-06-21,2025-07-10,0,64,4,Preventive,Yes,Yes,Completed
TDMS002583,AST008694,Insulator,C00041,10.8,Insulator,Insulator defect,Medium,2,3,3,2025-06-22,2025-07-11,0,69,3,Preventive,Yes,Yes,Open
TDMS002584,AST011680,Transformer,C00072,108.0,Traction Transformer,Transformer inspection,High,4,4,2,2025-05-24,2025-05-31,31,224,3,Inspection,Yes,Yes,Scheduled
TDMS002585,AST009643,Jumper,C00059,75.0,Jumper Wire,Loose jumper,Medium,2,3,3,2025-05-31,2025-06-21,10,39,3,Preventive,Yes,Yes,In Progress
TDMS002586,AST011471,Catenary,C00028,75.9,Catenary Wire,Catenary sag,Low,2,2,2,2025-04-25,2025-06-02,29,231,4,Preventive,Yes,Yes,Open
TDMS002587,AST011549,Section Insulator,C00041,23.5,Section Insulator,Section insulator wear,Medium,2,2,3,2025-06-12,2025-07-05,0,104,3,Preventive,Yes,Yes,Completed
TDMS002588,AST008692,Section Insulator,C00099,1.0,Section Insulator,Section insulator wear,Low,1,1,1,2025-05-16,2025-07-04,0,149,3,Preventive,Yes,Yes,Open
TDMS002589,AST008989,Jumper,C00019,2.1,Jumper Wire,Loose jumper,Medium,4,1,3,2025-06-17,2025-07-06,0,85,1,Preventive,Yes,Yes,Scheduled
TDMS002590,AST009172,Section Insulator,C00015,31.3,Section Insulator,Section insulator wear,Low,2,2,3,2025-06-29,2025-08-14,0,148,3,Preventive,Yes,Yes,Open
TDMS002591,AST011108,Catenary,C00047,11.9,Catenary Wire,Catenary sag,Low,3,2,2,2025-05-20,2025-07-05,0,162,3,Preventive,Yes,Yes,Scheduled
TDMS002592,AST010169,Feeder,C00015,148.4,Feeder Line,Feeder fault,Critical,2,5,4,2025-06-16,2025-06-18,13,254,4,Corrective,Yes,Yes,Scheduled
TDMS002593,AST011110,OHE,C00024,65.7,Overhead Equipment,Preventive OHE maintenance,Low,4,2,2,2025-06-25,2025-08-08,0,197,2,Preventive,Yes,Yes,Scheduled
TDMS002594,AST010627,Insulator,C00030,22.7,Insulator,Insulator defect,High,3,5,2,2025-06-28,2025-07-04,0,133,3,Corrective,Yes,Yes,Scheduled
TDMS002595,AST009945,Feeder,C00049,92.9,Feeder Line,Feeder fault,Low,3,1,2,2025-06-19,2025-07-27,0,141,2,Preventive,Yes,No,Open
TDMS002596,AST011277,Mast,C00097,31.2,OHE Mast,Mast defect,High,4,4,3,2025-05-10,2025-05-19,43,131,3,Corrective,No,Yes,Open
TDMS002597,AST011314,Insulator,C00034,25.1,Insulator,Insulator defect,Medium,3,2,3,2025-06-22,2025-07-14,0,184,5,Preventive,Yes,Yes,Scheduled
TDMS002598,AST008664,Mast,C00035,45.3,OHE Mast,Mast defect,Medium,2,2,2,2025-06-21,2025-07-05,0,184,5,Preventive,No,Yes,Completed
TDMS002599,AST009065,OHE,C00043,6.7,Overhead Equipment,OHE wear,Medium,4,2,2,2025-05-24,2025-06-19,12,145,4,Preventive,Yes,No,Open
TDMS002600,AST009483,Pantograph Interaction Zone,C00056,24.2,Pantograph Interaction Zone,OHE wear,Medium,3,2,2,2025-06-19,2025-07-08,0,148,3,Preventive,Yes,No,Scheduled
