task_id,department,asset_id,asset_type,corridor_id,location_km,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,overdue_days,estimated_duration_min,required_team_size,possession_required,maintenance_type,status,urgency_score,risk_score,asset_downtime_risk,maintenance_priority_score
SMMS002505,Signal & Telecom,AST007324,Signal,C00074,10.6,Signal lamp/equipment replacement,Critical,3,5,4,0,138,4,No,Corrective,Open,40.0,100.0,20,58.6
SMMS002506,Signal & Telecom,AST008586,Signal,C00096,82.9,Signal lamp/equipment replacement,Medium,3,2,3,73,31,2,Yes,Corrective,Deferred,100.0,37.0,56,58.2
SMMS002507,Signal & Telecom,AST006706,Point Machine,C00038,5.7,Point machine fault,Critical,5,5,4,0,158,4,No,Preventive,Completed,40.0,100.0,54,67.2
SMMS002508,Signal & Telecom,AST006308,Telecom Cable,C00003,57.1,Cable fault,Medium,3,3,1,0,160,4,Yes,Preventive,Open,12.0,51.0,56,38.2
SMMS002509,Signal & Telecom,AST007442,Relay,C00049,59.0,Relay degradation,Low,2,2,1,0,143,3,Yes,Inspection,Open,5.0,31.8,26,22.9
SMMS002510,Signal & Telecom,AST006670,Relay,C00026,276.0,Relay degradation,High,2,4,2,0,60,2,No,Corrective,Deferred,25.0,74.8,38,46.9
SMMS002511,Signal & Telecom,AST005400,Optical Fiber,C00058,58.5,Cable fault,Medium,2,3,2,14,187,5,Yes,Preventive,Scheduled,33.0,51.0,58,46.3
SMMS002512,Signal & Telecom,AST007452,Track Circuit,C00024,86.6,Track circuit fault,Medium,2,3,1,0,93,3,No,Preventive,Open,12.0,51.0,42,34.8
SMMS002513,Signal & Telecom,AST006034,Track Circuit,C00052,78.4,Track circuit fault,Low,2,1,1,0,102,4,Yes,Corrective,Completed,5.0,17.8,42,20.7
SMMS002514,Signal & Telecom,AST007861,Track Circuit,C00093,19.2,Track circuit fault,Low,3,2,2,69,190,2,Yes,Corrective,Scheduled,100.0,31.8,44,50.1
SMMS002515,Signal & Telecom,AST008313,Optical Fiber,C00044,30.7,Cable fault,High,4,3,3,1,84,2,Yes,Preventive,Open,26.5,60.8,42,45.0
SMMS002516,Signal & Telecom,AST008218,Interlocking,C00086,144.3,Interlocking inspection,Medium,2,2,1,18,269,5,No,Inspection,Deferred,39.0,37.0,42,34.2
SMMS002517,Signal & Telecom,AST006511,Point Machine,C00098,3.4,Point machine fault,Critical,4,4,5,30,188,4,No,Corrective,In Progress,85.0,86.0,64,76.2
SMMS002518,Signal & Telecom,AST007552,Axle Counter,C00057,10.6,Axle counter fault,Medium,3,3,2,0,85,3,No,Corrective,Scheduled,12.0,51.0,42,37.8
SMMS002519,Signal & Telecom,AST007460,Optical Fiber,C00085,235.6,Cable fault,High,4,3,3,32,105,4,No,Corrective,In Progress,73.0,60.8,46,56.2
SMMS002520,Signal & Telecom,AST007883,Axle Counter,C00083,81.2,Axle counter fault,Critical,4,4,3,2,121,4,Yes,Preventive,In Progress,43.0,86.0,56,59.3
SMMS002521,Signal & Telecom,AST007847,Optical Fiber,C00008,59.2,Cable fault,Medium,4,2,1,0,99,1,Yes,Preventive,Open,12.0,37.0,26,25.0
SMMS002522,Signal & Telecom,AST006555,Interlocking,C00022,148.0,Interlocking inspection,Low,2,2,1,0,191,4,No,Inspection,Completed,5.0,31.8,64,31.7
SMMS002523,Signal & Telecom,AST008317,Interlocking,C00014,96.7,Interlocking inspection,Low,3,2,1,0,214,4,Yes,Inspection,Open,5.0,31.8,44,27.1
SMMS002524,Signal & Telecom,AST008102,Telecom Cable,C00003,13.4,Cable fault,Low,1,2,1,0,117,4,Yes,Corrective,Scheduled,5.0,31.8,48,28.5
SMMS002525,Signal & Telecom,AST008518,Track Circuit,C00018,31.4,Track circuit fault,Low,3,2,1,0,108,5,No,Corrective,Deferred,5.0,31.8,40,26.3
SMMS002526,Signal & Telecom,AST008330,Axle Counter,C00047,31.7,Axle counter fault,Critical,3,4,5,35,60,3,Yes,Corrective,Open,92.5,86.0,40,72.5
SMMS002527,Signal & Telecom,AST006932,Optical Fiber,C00030,40.2,Cable fault,Low,2,2,1,0,123,3,Yes,Preventive,Open,5.0,31.8,60,30.3
SMMS002528,Signal & Telecom,AST005683,Track Circuit,C00082,12.2,Track circuit fault,Medium,3,3,3,14,109,4,Yes,Corrective,Open,33.0,51.0,78,53.9
SMMS002529,Signal & Telecom,AST006074,Signal,C00043,16.2,Signal failure,High,5,4,2,0,123,3,No,Corrective,Scheduled,25.0,74.8,48,48.9
SMMS002530,Signal & Telecom,AST008221,Telecom Cable,C00053,98.7,Cable fault,High,4,4,4,24,210,2,No,Preventive,In Progress,61.0,74.8,50,63.9
SMMS002531,Signal & Telecom,AST006729,Interlocking,C00051,45.3,Interlocking inspection,Low,1,2,2,0,251,4,No,Inspection,Completed,5.0,31.8,22,24.5
SMMS002532,Signal & Telecom,AST006621,Signal,C00033,69.5,Signal lamp/equipment replacement,Medium,5,2,2,0,66,1,Yes,Preventive,Open,12.0,37.0,54,34.2
SMMS002533,Signal & Telecom,AST007421,Interlocking,C00001,202.0,Interlocking inspection,Medium,5,3,2,36,223,5,No,Inspection,Open,66.0,51.0,60,54.0
SMMS002534,Signal & Telecom,AST005981,Level Crossing Signal,C00099,12.3,Signal failure,Medium,2,3,4,40,83,3,No,Corrective,Open,72.0,51.0,38,55.7
SMMS002535,Signal & Telecom,AST006051,Level Crossing Signal,C00084,57.6,Signal failure,High,5,3,2,0,77,3,No,Preventive,Completed,25.0,60.8,40,41.3
SMMS002536,Signal & Telecom,AST007444,Track Circuit,C00087,82.9,Track circuit fault,Low,2,1,3,42,133,1,Yes,Corrective,Open,68.0,17.8,14,33.9
SMMS002537,Signal & Telecom,AST005800,Telecom Cable,C00027,11.6,Cable fault,Medium,2,3,1,5,181,3,No,Corrective,Open,19.5,51.0,44,36.3
SMMS002538,Signal & Telecom,AST005885,Optical Fiber,C00079,24.7,Cable fault,Medium,2,2,2,0,126,4,No,Preventive,Open,12.0,37.0,34,29.6
SMMS002539,Signal & Telecom,AST007866,Relay,C00090,21.2,Relay degradation,Medium,3,3,3,0,146,3,No,Corrective,Completed,12.0,51.0,54,43.8
SMMS002540,Signal & Telecom,AST008283,Axle Counter,C00011,298.9,Axle counter fault,Critical,5,4,3,0,176,5,No,Corrective,Open,40.0,86.0,64,60.2
SMMS002541,Signal & Telecom,AST006715,Axle Counter,C00048,51.3,Axle counter fault,Medium,4,2,1,0,154,2,No,Preventive,Open,12.0,37.0,46,29.6
SMMS002542,Signal & Telecom,AST006747,Signal,C00036,43.5,Signal lamp/equipment replacement,Low,3,1,1,21,80,3,Yes,Corrective,Deferred,36.5,17.8,50,29.3
SMMS002543,Signal & Telecom,AST005987,Relay,C00094,64.5,Relay degradation,Medium,4,4,3,0,48,5,No,Preventive,Completed,12.0,65.0,50,48.4
SMMS002544,Signal & Telecom,AST008297,Axle Counter,C00096,35.9,Axle counter fault,Low,1,1,1,0,89,3,Yes,Corrective,Deferred,5.0,17.8,54,23.1
SMMS002545,Signal & Telecom,AST006183,Signal,C00038,105.0,Signal failure,High,4,3,1,35,229,3,Yes,Preventive,In Progress,77.5,60.8,36,48.6
SMMS002546,Signal & Telecom,AST006646,Optical Fiber,C00030,76.1,Cable fault,Low,2,2,1,55,97,4,Yes,Corrective,Open,87.5,31.8,54,48.0
SMMS002547,Signal & Telecom,AST007693,Axle Counter,C00086,224.0,Axle counter fault,Medium,4,3,2,0,88,3,Yes,Corrective,In Progress,12.0,51.0,68,43.6
SMMS002548,Signal & Telecom,AST008267,Signal,C00029,94.0,Signal lamp/equipment replacement,Medium,4,2,2,0,122,2,Yes,Corrective,Deferred,12.0,37.0,64,37.4
SMMS002549,Signal & Telecom,AST005841,Telecom Cable,C00010,78.3,Cable fault,Medium,2,3,2,0,139,4,No,Corrective,Open,12.0,51.0,40,37.4
SMMS002550,Signal & Telecom,AST006157,Axle Counter,C00008,58.9,Axle counter fault,Low,3,2,2,0,89,2,No,Inspection,Scheduled,5.0,31.8,32,27.1
SMMS002551,Signal & Telecom,AST006062,Relay,C00023,8.7,Relay degradation,Low,1,2,1,0,45,2,Yes,Inspection,Open,5.0,31.8,38,25.9
SMMS002552,Signal & Telecom,AST007957,Track Circuit,C00014,62.6,Track circuit fault,Medium,4,3,2,0,118,4,No,Corrective,Completed,12.0,51.0,46,38.6
SMMS002553,Signal & Telecom,AST007239,Axle Counter,C00090,79.4,Axle counter fault,High,3,4,2,0,64,1,Yes,Preventive,Open,25.0,74.8,62,52.3
SMMS002554,Signal & Telecom,AST006992,Level Crossing Signal,C00070,17.6,Signal failure,Medium,3,3,3,59,79,3,Yes,Preventive,Open,100.0,51.0,34,58.3
SMMS002555,Signal & Telecom,AST005409,Point Machine,C00095,27.7,Point machine fault,Medium,3,3,3,0,138,2,No,Corrective,Completed,12.0,51.0,38,40.0
SMMS002556,Signal & Telecom,AST007269,Signal,C00083,31.9,Signal failure,High,3,4,1,66,118,4,No,Preventive,Open,100.0,74.8,52,66.7
SMMS002557,Signal & Telecom,AST008473,Track Circuit,C00095,56.0,Track circuit fault,Medium,3,3,2,0,105,2,No,Preventive,Scheduled,12.0,51.0,40,37.4
SMMS002558,Signal & Telecom,AST007061,Signal,C00037,40.4,Signal failure,High,3,4,3,9,98,4,Yes,Preventive,Open,38.5,74.8,78,62.1
SMMS002559,Signal & Telecom,AST006907,Interlocking,C00078,51.1,Interlocking inspection,Low,2,4,2,0,205,3,Yes,Inspection,Open,5.0,59.8,44,42.1
SMMS002560,Signal & Telecom,AST007910,Point Machine,C00004,111.1,Point machine fault,Low,2,2,1,0,138,2,Yes,Corrective,Completed,5.0,31.8,30,23.7
SMMS002561,Signal & Telecom,AST005965,Point Machine,C00072,36.2,Point machine fault,Medium,2,2,2,0,107,3,Yes,Preventive,Open,12.0,37.0,24,27.6
SMMS002562,Signal & Telecom,AST008364,Point Machine,C00026,406.8,Point machine fault,Medium,4,3,2,0,156,3,No,Corrective,Completed,12.0,51.0,76,45.8
SMMS002563,Signal & Telecom,AST006667,Telecom Cable,C00048,40.7,Cable fault,High,3,4,3,0,140,3,Yes,Preventive,Deferred,25.0,74.8,40,49.7
SMMS002564,Signal & Telecom,AST005611,Interlocking,C00005,5.8,Interlocking inspection,Low,2,2,1,0,176,6,No,Inspection,Completed,5.0,31.8,52,29.3
SMMS002565,Signal & Telecom,AST007432,Signal,C00009,25.2,Signal lamp/equipment replacement,Medium,3,4,1,0,91,4,No,Corrective,Open,12.0,65.0,58,44.6
SMMS002566,Signal & Telecom,AST006123,Level Crossing Signal,C00015,50.3,Signal failure,Medium,2,3,4,0,102,3,No,Corrective,Deferred,12.0,51.0,48,45.0
SMMS002567,Signal & Telecom,AST007321,Telecom Cable,C00073,111.5,Cable fault,Critical,4,4,4,0,231,4,Yes,Corrective,Completed,40.0,86.0,52,60.2
SMMS002568,Signal & Telecom,AST008640,Axle Counter,C00051,9.7,Axle counter fault,Low,2,2,2,0,122,4,Yes,Preventive,Open,5.0,31.8,34,27.5
SMMS002569,Signal & Telecom,AST008437,Axle Counter,C00020,70.6,Axle counter fault,Critical,3,3,4,100,216,3,Yes,Preventive,Open,100.0,72.0,42,72.2
SMMS002570,Signal & Telecom,AST006479,Point Machine,C00042,73.3,Point machine fault,Medium,4,2,3,0,133,4,No,Preventive,Completed,12.0,37.0,36,33.0
SMMS002571,Signal & Telecom,AST005578,Relay,C00078,14.2,Relay degradation,Low,2,2,2,0,151,5,Yes,Corrective,Completed,5.0,31.8,62,34.3
SMMS002572,Signal & Telecom,AST007827,Axle Counter,C00058,71.1,Axle counter fault,Medium,4,2,1,22,126,4,No,Preventive,Scheduled,45.0,37.0,62,40.7
SMMS002573,Signal & Telecom,AST008327,Level Crossing Signal,C00080,71.6,Signal failure,Medium,2,2,2,0,111,4,Yes,Corrective,In Progress,12.0,37.0,28,27.8
SMMS002574,Signal & Telecom,AST007323,Level Crossing Signal,C00100,1.5,Signal failure,Medium,3,3,3,4,85,3,Yes,Preventive,Open,18.0,51.0,34,39.9
SMMS002575,Signal & Telecom,AST006916,Relay,C00002,106.1,Relay degradation,Low,3,2,2,0,94,2,Yes,Preventive,Open,5.0,31.8,32,27.1
SMMS002576,Signal & Telecom,AST008403,Optical Fiber,C00048,21.2,Cable fault,High,2,4,4,59,127,5,No,Preventive,Open,100.0,74.8,60,77.0
SMMS002577,Signal & Telecom,AST005933,Optical Fiber,C00033,54.1,Cable fault,Low,4,2,1,0,155,3,Yes,Inspection,Scheduled,5.0,31.8,54,29.7
SMMS002578,Signal & Telecom,AST006659,Level Crossing Signal,C00031,28.2,Signal failure,High,3,3,5,96,203,4,No,Corrective,Scheduled,100.0,60.8,36,68.9
SMMS002579,Signal & Telecom,AST007739,Interlocking,C00089,42.2,Interlocking inspection,Critical,3,4,4,19,258,5,Yes,Inspection,In Progress,68.5,86.0,20,58.9
SMMS002580,Signal & Telecom,AST006719,Relay,C00039,6.5,Relay degradation,Low,3,2,2,0,73,3,No,Preventive,Completed,5.0,31.8,52,32.3
SMMS002581,Signal & Telecom,AST005331,Relay,C00018,67.1,Relay degradation,Critical,4,4,4,18,133,3,No,Preventive,Open,67.0,86.0,54,67.2
SMMS002582,Signal & Telecom,AST008531,Point Machine,C00057,32.3,Point machine fault,High,2,2,3,0,150,3,No,Preventive,Completed,25.0,46.8,30,35.7
SMMS002583,Signal & Telecom,AST007278,Optical Fiber,C00020,46.6,Cable fault,Critical,3,4,2,39,155,3,Yes,Corrective,Open,98.5,86.0,30,62.2
SMMS002584,Signal & Telecom,AST005418,Axle Counter,C00002,94.1,Axle counter fault,Critical,2,5,4,9,89,4,No,Preventive,Open,53.5,100.0,28,63.8
SMMS002585,Signal & Telecom,AST007843,Relay,C00100,3.2,Relay degradation,Medium,2,3,1,12,76,1,Yes,Corrective,Deferred,30.0,51.0,48,39.4
SMMS002586,Signal & Telecom,AST007063,Level Crossing Signal,C00049,58.4,Signal failure,Medium,3,3,1,0,151,1,No,Preventive,Completed,12.0,51.0,28,31.4
SMMS002587,Signal & Telecom,AST006304,Relay,C00042,51.3,Relay degradation,Medium,1,3,1,0,75,2,Yes,Preventive,In Progress,12.0,51.0,30,31.2
SMMS002588,Signal & Telecom,AST006865,Telecom Cable,C00025,303.5,Cable fault,Low,3,1,3,0,160,2,No,Corrective,In Progress,5.0,17.8,42,26.7
SMMS002589,Signal & Telecom,AST007782,Telecom Cable,C00068,118.5,Cable fault,Medium,3,2,2,0,161,3,Yes,Corrective,Open,12.0,37.0,64,37.4
SMMS002590,Signal & Telecom,AST006877,Telecom Cable,C00071,21.8,Cable fault,High,4,4,2,0,210,4,Yes,Corrective,In Progress,25.0,74.8,56,51.1
SMMS002591,Signal & Telecom,AST006604,Track Circuit,C00019,71.7,Track circuit fault,Low,4,1,2,0,209,4,Yes,Corrective,Completed,5.0,17.8,72,30.9
SMMS002592,Signal & Telecom,AST006566,Axle Counter,C00010,23.7,Axle counter fault,Low,1,2,1,0,115,1,No,Corrective,Open,5.0,31.8,66,32.1
SMMS002593,Signal & Telecom,AST005536,Signal,C00010,6.8,Signal failure,High,3,2,2,12,178,3,No,Corrective,Open,43.0,46.8,42,39.7
SMMS002594,Signal & Telecom,AST008010,Signal,C00057,28.9,Signal lamp/equipment replacement,Medium,3,1,2,0,102,2,Yes,Corrective,Open,12.0,23.0,52,27.8
SMMS002595,Signal & Telecom,AST008307,Point Machine,C00093,12.7,Point machine fault,High,4,4,3,93,201,4,Yes,Preventive,Open,100.0,74.8,52,73.3
SMMS002596,Signal & Telecom,AST006639,Signal,C00006,2.7,Signal lamp/equipment replacement,Medium,4,4,2,0,48,3,Yes,Preventive,Scheduled,12.0,65.0,58,47.6
SMMS002597,Signal & Telecom,AST005465,Interlocking,C00068,3.1,Interlocking inspection,Medium,3,3,2,0,161,3,No,Inspection,Open,12.0,51.0,56,41.2
SMMS002598,Signal & Telecom,AST007072,Point Machine,C00012,112.4,Point machine fault,Medium,2,2,2,0,173,5,Yes,Corrective,Open,12.0,37.0,30,28.8
SMMS002599,Signal & Telecom,AST007539,Level Crossing Signal,C00098,3.5,Signal failure,High,3,3,3,20,78,4,Yes,Corrective,Open,55.0,60.8,54,54.4
SMMS002600,Signal & Telecom,AST007721,Track Circuit,C00045,29.7,Track circuit fault,Low,2,2,1,0,118,4,No,Preventive,Scheduled,5.0,31.8,26,22.9
SMMS002601,Signal & Telecom,AST007253,Optical Fiber,C00038,156.2,Cable fault,High,3,4,4,0,196,4,No,Preventive,In Progress,25.0,74.8,46,53.9
SMMS002602,Signal & Telecom,AST007957,Track Circuit,C00014,62.6,Track circuit fault,Low,2,3,2,0,104,4,No,Corrective,Scheduled,5.0,45.8,46,36.5
SMMS002603,Signal & Telecom,AST008575,Point Machine,C00100,2.8,Point machine fault,High,2,3,2,25,132,4,Yes,Preventive,In Progress,62.5,60.8,26,46.2
SMMS002604,Signal & Telecom,AST008137,Level Crossing Signal,C00007,28.6,Signal failure,Medium,4,2,2,0,99,2,No,Preventive,In Progress,12.0,37.0,54,34.8
SMMS002605,Signal & Telecom,AST006018,Signal,C00100,0.2,Signal failure,Critical,3,5,3,0,218,4,Yes,Corrective,In Progress,40.0,100.0,54,63.6
SMMS002606,Signal & Telecom,AST006033,Track Circuit,C00006,5.3,Track circuit fault,Low,4,1,3,13,163,3,Yes,Preventive,Scheduled,24.5,17.8,54,34.0
SMMS002607,Signal & Telecom,AST006706,Point Machine,C00038,5.7,Point machine fault,Medium,3,2,3,0,158,3,Yes,Corrective,In Progress,12.0,37.0,54,37.8
SMMS002608,Signal & Telecom,AST008387,Optical Fiber,C00013,63.8,Cable fault,Medium,2,3,2,0,191,5,Yes,Corrective,Open,12.0,51.0,38,36.4
SMMS002609,Signal & Telecom,AST007795,Axle Counter,C00056,36.2,Axle counter fault,Low,1,3,1,0,119,1,Yes,Corrective,Completed,5.0,45.8,18,26.7
SMMS002610,Signal & Telecom,AST006931,Interlocking,C00099,2.6,Interlocking inspection,Medium,4,3,2,0,154,5,No,Inspection,Completed,12.0,51.0,54,40.8
SMMS002611,Signal & Telecom,AST007726,Optical Fiber,C00063,74.3,Cable fault,High,2,3,2,1,185,3,Yes,Preventive,Open,26.5,60.8,34,39.8
SMMS002612,Signal & Telecom,AST007545,Axle Counter,C00074,17.3,Axle counter fault,Critical,2,5,4,35,83,2,Yes,Corrective,Open,92.5,100.0,26,71.5
SMMS002613,Signal & Telecom,AST008164,Relay,C00050,8.0,Relay degradation,High,4,4,3,0,103,3,Yes,Preventive,Open,25.0,74.8,68,56.5
SMMS002614,Signal & Telecom,AST006570,Optical Fiber,C00074,4.6,Cable fault,Medium,1,2,2,0,193,4,Yes,Corrective,In Progress,12.0,37.0,20,26.2
SMMS002615,Signal & Telecom,AST006880,Track Circuit,C00050,22.2,Track circuit fault,High,4,4,3,0,180,2,Yes,Preventive,Completed,25.0,74.8,56,54.1
SMMS002616,Signal & Telecom,AST005406,Level Crossing Signal,C00032,21.1,Signal failure,Medium,5,3,2,0,110,3,Yes,Preventive,Deferred,12.0,51.0,76,45.8
SMMS002617,Signal & Telecom,AST007260,Track Circuit,C00005,76.2,Track circuit fault,Low,3,1,1,1,187,4,No,Inspection,In Progress,6.5,17.8,48,22.2
SMMS002618,Signal & Telecom,AST008281,Point Machine,C00011,220.6,Point machine fault,Medium,3,2,1,0,122,3,No,Preventive,In Progress,12.0,37.0,72,36.0
SMMS002619,Signal & Telecom,AST008488,Optical Fiber,C00076,126.5,Cable fault,Medium,4,2,2,0,128,3,Yes,Preventive,Completed,12.0,37.0,50,34.0
SMMS002620,Signal & Telecom,AST005359,Signal,C00031,79.4,Signal failure,Critical,3,5,5,0,237,3,No,Preventive,Completed,40.0,100.0,40,66.2
SMMS002621,Signal & Telecom,AST006844,Telecom Cable,C00092,50.5,Cable fault,Critical,4,4,3,0,305,5,No,Preventive,Completed,40.0,86.0,64,60.2
SMMS002622,Signal & Telecom,AST008144,Signal,C00091,183.0,Signal failure,High,5,4,2,11,79,2,No,Corrective,Deferred,41.5,74.8,64,57.0
SMMS002623,Signal & Telecom,AST006123,Level Crossing Signal,C00015,50.3,Signal failure,Low,2,2,1,0,122,3,Yes,Preventive,Completed,5.0,31.8,48,27.9
SMMS002624,Signal & Telecom,AST006256,Level Crossing Signal,C00082,72.5,Signal failure,Low,3,2,1,0,126,3,Yes,Preventive,Scheduled,5.0,31.8,54,29.7
SMMS002625,Signal & Telecom,AST005998,Point Machine,C00076,128.6,Point machine fault,Medium,2,2,3,72,174,3,Yes,Corrective,Open,100.0,37.0,42,54.8
SMMS002626,Signal & Telecom,AST008621,Axle Counter,C00032,1.1,Axle counter fault,High,2,4,2,58,40,2,No,Preventive,Open,100.0,74.8,62,71.6
SMMS002627,Signal & Telecom,AST005631,Axle Counter,C00015,20.3,Axle counter fault,Low,4,1,2,5,147,3,Yes,Inspection,Open,12.5,17.8,48,27.2
SMMS002628,Signal & Telecom,AST005853,Axle Counter,C00080,25.4,Axle counter fault,Medium,2,3,2,0,86,3,Yes,Preventive,Open,12.0,51.0,20,32.2
SMMS002629,Signal & Telecom,AST007755,Track Circuit,C00093,0.7,Track circuit fault,Medium,5,3,3,61,120,2,Yes,Corrective,Open,100.0,51.0,72,68.0
SMMS002630,Signal & Telecom,AST007318,Point Machine,C00028,64.7,Point machine fault,Low,2,1,2,0,106,2,Yes,Corrective,Deferred,5.0,17.8,28,20.3
SMMS002631,Signal & Telecom,AST006679,Interlocking,C00095,71.3,Interlocking inspection,Medium,3,2,2,0,251,2,Yes,Inspection,Scheduled,12.0,37.0,52,34.4
SMMS002632,Signal & Telecom,AST006167,Telecom Cable,C00001,118.4,Cable fault,Medium,4,2,3,0,137,2,Yes,Corrective,Completed,12.0,37.0,60,39.0
SMMS002633,Signal & Telecom,AST006080,Axle Counter,C00052,102.1,Axle counter fault,Low,2,1,2,0,67,3,No,Corrective,In Progress,5.0,17.8,56,26.5
SMMS002634,Signal & Telecom,AST005563,Axle Counter,C00062,49.3,Axle counter fault,Low,2,1,2,0,73,3,No,Preventive,Open,5.0,17.8,52,26.3
SMMS002635,Signal & Telecom,AST005569,Optical Fiber,C00049,8.3,Cable fault,Low,3,2,2,0,179,4,No,Preventive,Deferred,5.0,31.8,58,33.5
SMMS002636,Signal & Telecom,AST006363,Point Machine,C00044,39.4,Point machine fault,Medium,1,2,1,0,140,4,No,Preventive,Completed,12.0,37.0,36,27.0
SMMS002637,Signal & Telecom,AST007445,Level Crossing Signal,C00015,79.5,Signal failure,Low,4,2,1,0,66,3,Yes,Inspection,Completed,5.0,31.8,48,28.5
SMMS002638,Signal & Telecom,AST006127,Optical Fiber,C00054,29.4,Cable fault,Medium,2,3,3,77,121,4,No,Corrective,In Progress,100.0,51.0,46,61.6
SMMS002639,Signal & Telecom,AST005781,Relay,C00042,43.9,Relay degradation,Low,2,2,1,0,84,3,No,Preventive,Open,5.0,31.8,36,24.9
SMMS002640,Signal & Telecom,AST007785,Point Machine,C00009,46.0,Point machine fault,Medium,2,2,1,55,235,3,Yes,Corrective,Scheduled,94.5,37.0,26,43.3
SMMS002641,Signal & Telecom,AST006385,Interlocking,C00059,26.2,Interlocking inspection,Low,2,2,2,0,138,3,Yes,Inspection,Completed,5.0,31.8,28,26.3
SMMS002642,Signal & Telecom,AST006049,Telecom Cable,C00100,4.0,Cable fault,Low,2,2,1,0,261,4,Yes,Inspection,Completed,5.0,31.8,44,27.1
SMMS002643,Signal & Telecom,AST007687,Interlocking,C00082,103.9,Interlocking inspection,Critical,4,5,4,18,273,5,Yes,Inspection,Scheduled,67.0,100.0,52,72.8
SMMS002644,Signal & Telecom,AST005601,Signal,C00080,1.3,Signal failure,Medium,3,3,2,4,189,4,No,Preventive,Open,18.0,51.0,42,39.1
SMMS002645,Signal & Telecom,AST006807,Relay,C00022,130.7,Relay degradation,Low,2,3,2,0,127,2,No,Inspection,Open,5.0,45.8,30,32.7
SMMS002646,Signal & Telecom,AST005512,Interlocking,C00094,90.6,Interlocking inspection,High,3,4,3,78,229,5,Yes,Inspection,Scheduled,100.0,74.8,28,67.3
SMMS002647,Signal & Telecom,AST007061,Signal,C00037,40.4,Signal lamp/equipment replacement,Critical,5,4,3,31,87,1,Yes,Preventive,In Progress,86.5,86.0,78,73.9
SMMS002648,Signal & Telecom,AST006644,Point Machine,C00095,95.1,Point machine fault,Low,3,2,2,0,140,4,No,Inspection,In Progress,5.0,31.8,56,33.1
SMMS002649,Signal & Telecom,AST007048,Track Circuit,C00098,2.8,Track circuit fault,Low,3,1,2,0,148,3,Yes,Preventive,Open,5.0,17.8,44,24.1
SMMS002650,Signal & Telecom,AST006445,Relay,C00041,21.5,Relay degradation,Low,2,1,2,0,137,4,Yes,Preventive,Open,5.0,17.8,66,29.1
SMMS002651,Signal & Telecom,AST006906,Signal,C00026,209.0,Signal lamp/equipment replacement,Low,2,2,1,69,113,3,Yes,Inspection,Scheduled,100.0,31.8,32,44.1
SMMS002652,Signal & Telecom,AST005587,Point Machine,C00038,191.9,Point machine fault,Low,3,1,1,0,146,4,Yes,Corrective,Open,5.0,17.8,68,26.5
SMMS002653,Signal & Telecom,AST006892,Point Machine,C00093,45.4,Point machine fault,Medium,5,3,2,0,124,4,Yes,Preventive,Scheduled,12.0,51.0,70,44.6
SMMS002654,Signal & Telecom,AST008109,Optical Fiber,C00047,1.3,Cable fault,Low,1,2,2,0,196,4,No,Inspection,Scheduled,5.0,31.8,42,29.1
SMMS002655,Signal & Telecom,AST008129,Telecom Cable,C00029,58.5,Cable fault,Medium,3,3,1,0,180,3,No,Preventive,Open,12.0,51.0,42,34.8
SMMS002656,Signal & Telecom,AST006204,Level Crossing Signal,C00081,67.1,Signal failure,High,3,3,3,0,199,5,No,Corrective,Completed,25.0,60.8,50,46.9
SMMS002657,Signal & Telecom,AST007319,Optical Fiber,C00046,26.6,Cable fault,Low,2,1,1,0,149,5,Yes,Corrective,Open,5.0,17.8,58,24.5
SMMS002658,Signal & Telecom,AST008467,Telecom Cable,C00049,102.6,Cable fault,High,4,2,1,8,178,4,Yes,Corrective,Open,37.0,46.8,50,37.6
